5.7384e-03 9.1464e-14 1.1595e-14 2.5905e-17 0.0000e+00
6.0802e-03 9.1526e-14 1.1469e-14 3.9629e-17 0.0000e+00
6.4424e-03 9.1580e-14 1.1339e-14 5.6220e-17 0.0000e+00
6.8261e-03 9.1629e-14 1.1205e-14 7.0289e-17 0.0000e+00
7.2326e-03 9.1672e-14 1.1067e-14 9.2164e-17 0.0000e+00
7.6634e-03 9.1709e-14 1.0925e-14 1.1021e-16 0.0000e+00
8.1198e-03 9.1741e-14 1.0780e-14 1.2999e-16 0.0000e+00
8.6035e-03 9.1766e-14 1.0632e-14 1.5990e-16 0.0000e+00
9.1159e-03 9.1785e-14 1.0480e-14 1.8392e-16 0.0000e+00
9.6588e-03 9.1798e-14 1.0326e-14 2.0981e-16 0.0000e+00
1.0234e-02 9.1803e-14 1.0168e-14 2.4814e-16 0.0000e+00
1.0844e-02 9.1801e-14 1.0008e-14 2.7844e-16 0.0000e+00
1.1490e-02 9.1790e-14 9.8455e-15 3.1059e-16 0.0000e+00
1.2174e-02 9.1771e-14 9.6806e-15 3.4471e-16 0.0000e+00
1.2899e-02 9.1741e-14 9.5137e-15 3.8072e-16 0.0000e+00
1.3667e-02 9.1700e-14 9.3449e-15 4.3289e-16 0.0000e+00
1.4481e-02 9.1645e-14 9.1744e-15 4.7340e-16 0.0000e+00
1.5344e-02 9.1575e-14 9.0026e-15 5.1583e-16 0.0000e+00
1.6258e-02 9.1487e-14 8.8295e-15 5.6015e-16 0.0000e+00
1.7226e-02 9.1379e-14 8.6555e-15 6.0633e-16 0.0000e+00
1.8252e-02 9.1245e-14 8.4806e-15 6.5440e-16 0.0000e+00
1.9339e-02 9.1083e-14 8.3052e-15 6.8597e-16 0.0000e+00
2.0491e-02 9.0887e-14 8.1294e-15 7.3703e-16 0.0000e+00
2.1711e-02 9.0651e-14 7.9535e-15 7.8987e-16 0.0000e+00
2.3004e-02 9.0368e-14 7.7775e-15 8.4445e-16 0.0000e+00
2.4374e-02 9.0031e-14 7.6018e-15 9.0080e-16 0.0000e+00
2.5826e-02 8.9630e-14 7.4266e-15 9.5878e-16 0.0000e+00
2.7364e-02 8.9157e-14 7.2520e-15 9.9647e-16 0.0000e+00
2.8994e-02 8.8601e-14 7.0783e-15 1.0570e-15 0.0000e+00
3.0721e-02 8.7953e-14 6.9055e-15 1.1192e-15 0.0000e+00
3.2551e-02 8.7203e-14 6.7339e-15 1.1592e-15 0.0000e+00
3.4490e-02 8.6344e-14 6.5635e-15 1.2235e-15 0.0000e+00
3.6544e-02 8.5369e-14 6.3947e-15 1.2891e-15 0.0000e+00
3.8720e-02 8.4274e-14 6.2274e-15 1.3312e-15 0.0000e+00
4.1027e-02 8.3057e-14 6.0619e-15 1.3986e-15 0.0000e+00
4.3470e-02 8.1720e-14 5.8982e-15 1.4672e-15 0.0000e+00
4.6059e-02 8.0268e-14 5.7365e-15 1.5107e-15 0.0000e+00
4.8803e-02 7.8708e-14 5.5770e-15 1.5805e-15 0.0000e+00
5.1709e-02 7.7051e-14 5.4196e-15 1.6246e-15 0.0000e+00
5.4789e-02 7.5306e-14 5.2645e-15 1.6955e-15 0.0000e+00
5.8052e-02 7.3488e-14 5.1118e-15 1.7398e-15 0.0000e+00
6.1510e-02 7.1607e-14 4.9615e-15 1.7841e-15 0.0000e+00
6.5173e-02 6.9678e-14 4.8138e-15 1.8556e-15 0.0000e+00
6.9055e-02 6.7713e-14 4.6686e-15 1.8996e-15 0.0000e+00
7.3168e-02 6.5723e-14 4.5260e-15 1.9710e-15 0.0000e+00
7.7526e-02 6.3719e-14 4.3862e-15 2.0145e-15 0.0000e+00
8.2143e-02 6.1712e-14 4.2490e-15 2.0575e-15 0.0000e+00
8.7036e-02 5.9710e-14 4.1145e-15 2.1279e-15 0.0000e+00
9.2220e-02 5.7720e-14 3.9829e-15 2.1697e-15 0.0000e+00
9.7712e-02 5.5751e-14 3.8540e-15 2.2109e-15 0.0000e+00
1.0353e-01 5.3807e-14 3.7279e-15 2.2511e-15 0.0000e+00
1.0970e-01 5.1894e-14 3.6046e-15 2.3182e-15 0.0000e+00
1.1623e-01 5.0016e-14 3.4841e-15 2.3563e-15 0.0000e+00
1.2316e-01 4.8176e-14 3.3664e-15 2.3931e-15 4.4412e-21
1.3049e-01 4.6377e-14 3.2515e-15 2.4286e-15 1.3787e-20
1.3826e-01 4.4621e-14 3.1394e-15 2.4901e-15 2.8896e-20
1.4650e-01 4.2910e-14 3.0301e-15 2.5223e-15 3.9665e-20
1.5522e-01 4.1245e-14 2.9235e-15 2.5526e-15 5.0988e-20
1.6447e-01 3.9627e-14 2.8196e-15 2.5810e-15 6.2674e-20
1.7426e-01 3.8057e-14 2.7185e-15 2.6071e-15 8.1471e-20
1.8464e-01 3.6534e-14 2.6201e-15 2.6308e-15 9.4461e-20
1.9564e-01 3.5060e-14 2.5243e-15 2.6519e-15 1.0782e-19
2.0729e-01 3.3633e-14 2.4311e-15 2.6702e-15 1.2168e-19
2.1964e-01 3.2254e-14 2.3406e-15 2.6854e-15 1.3600e-19
2.3272e-01 3.0922e-14 2.2526e-15 2.6973e-15 1.5885e-19
2.4658e-01 2.9635e-14 2.1672e-15 2.7057e-15 1.7444e-19
2.6127e-01 2.8394e-14 2.0843e-15 2.7104e-15 1.9042e-19
2.7683e-01 2.7198e-14 2.0039e-15 2.7111e-15 2.0694e-19
2.9332e-01 2.6045e-14 1.9259e-15 2.7076e-15 2.2400e-19
3.1079e-01 2.4935e-14 1.8503e-15 2.6999e-15 2.4149e-19
3.2930e-01 2.3866e-14 1.7771e-15 2.6877e-15 2.5958e-19
3.4891e-01 2.2839e-14 1.7062e-15 2.6710e-15 2.8845e-19
3.6969e-01 2.1850e-14 1.6376e-15 2.6497e-15 3.0789e-19
3.9171e-01 2.0900e-14 1.5712e-15 2.6240e-15 3.2790e-19
4.1504e-01 1.9987e-14 1.5071e-15 2.5939e-15 3.4841e-19
4.3976e-01 1.9111e-14 1.4451e-15 2.5386e-15 3.6954e-19
4.6595e-01 1.8269e-14 1.3853e-15 2.5008e-15 3.9121e-19
4.9370e-01 1.7461e-14 1.3276e-15 2.4593e-15 4.1342e-19
5.2311e-01 1.6687e-14 1.2719e-15 2.4144e-15 4.3630e-19
5.5427e-01 1.5943e-14 1.2182e-15 2.3665e-15 4.5973e-19
5.8728e-01 1.5231e-14 1.1664e-15 2.2972e-15 4.8376e-19
6.2226e-01 1.4548e-14 1.1166e-15 2.2450e-15 5.0843e-19
6.5932e-01 1.3893e-14 1.0686e-15 2.1910e-15 5.3372e-19
6.9859e-01 1.3267e-14 1.0225e-15 2.1355e-15 5.5964e-19
7.4020e-01 1.2666e-14 9.7808e-16 2.0619e-15 5.8620e-19
7.8428e-01 1.2091e-14 9.3542e-16 2.0051e-15 6.1343e-19
8.3099e-01 1.1541e-14 8.9442e-16 1.9479e-15 6.4136e-19
8.8049e-01 1.1014e-14 8.5504e-16 1.8748e-15 6.6989e-19
9.3293e-01 1.0510e-14 8.1724e-16 1.8182e-15 6.9906e-19
9.8850e-01 1.0028e-14 7.8095e-16 1.7619e-15 7.2884e-19
1.0474e+00 9.5664e-15 7.4615e-16 1.6916e-15 7.5924e-19
1.1098e+00 9.1254e-15 7.1277e-16 1.6371e-15 7.9023e-19
1.1758e+00 8.7037e-15 6.8077e-16 1.5835e-15 8.2182e-19
