1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0975e-06 7.2214e-17 1.7115e-17 8.2878e-18 0.0000e+00 0.0000e+00
1.2045e-06 2.0229e-16 4.7718e-17 2.3252e-17 0.0000e+00 0.0000e+00
1.3219e-06 3.6880e-16 8.6564e-17 4.2461e-17 0.0000e+00 0.0000e+00
1.4508e-06 5.6462e-16 1.3184e-16 6.5127e-17 0.0000e+00 0.0000e+00
1.5923e-06 7.8624e-16 1.8259e-16 9.0875e-17 0.0000e+00 0.0000e+00
1.7475e-06 1.0319e-15 2.3828e-16 1.1954e-16 0.0000e+00 0.0000e+00
1.9179e-06 1.3009e-15 2.9861e-16 1.5106e-16 0.0000e+00 0.0000e+00
2.1049e-06 1.5932e-15 3.6344e-16 1.8549e-16 0.0000e+00 0.0000e+00
2.3101e-06 1.9093e-15 4.3274e-16 2.2293e-16 0.0000e+00 0.0000e+00
2.5354e-06 2.2501e-15 5.0655e-16 2.6354e-16 0.0000e+00 0.0000e+00
2.7826e-06 2.6168e-15 5.8496e-16 3.0751e-16 0.0000e+00 0.0000e+00
3.0539e-06 3.0109e-15 6.6813e-16 3.5509e-16 0.0000e+00 0.0000e+00
3.3516e-06 3.4343e-15 7.5622e-16 4.0655e-16 0.0000e+00 0.0000e+00
3.6784e-06 3.8887e-15 8.4942e-16 4.6220e-16 0.0000e+00 0.0000e+00
4.0370e-06 4.3765e-15 9.4793e-16 5.2236e-16 0.0000e+00 0.0000e+00
4.4306e-06 4.8998e-15 1.0519e-15 5.8741e-16 0.0000e+00 0.0000e+00
4.8626e-06 5.4612e-15 1.1616e-15 6.5772e-16 0.0000e+00 0.0000e+00
5.3367e-06 6.0633e-15 1.2772e-15 7.3371e-16 0.0000e+00 0.0000e+00
5.8570e-06 6.7089e-15 1.3987e-15 8.1580e-16 0.0000e+00 0.0000e+00
6.4281e-06 7.4012e-15 1.5263e-15 9.0444e-16 0.0000e+00 0.0000e+00
7.0548e-06 8.1432e-15 1.6600e-15 1.0001e-15 0.0000e+00 0.0000e+00
7.7426e-06 8.9383e-15 1.7998e-15 1.1032e-15 0.0000e+00 0.0000e+00
8.4975e-06 9.7902e-15 1.9456e-15 1.2144e-15 0.0000e+00 0.0000e+00
9.3260e-06 1.0703e-14 2.0972e-15 1.3340e-15 0.0000e+00 0.0000e+00
1.0235e-05 1.1679e-14 2.2544e-15 1.4625e-15 0.0000e+00 0.0000e+00
1.1233e-05 1.2725e-14 2.4168e-15 1.6006e-15 0.0000e+00 0.0000e+00
1.2328e-05 1.3842e-14 2.5840e-15 1.7488e-15 0.0000e+00 0.0000e+00
1.3530e-05 1.5035e-14 2.7551e-15 1.9075e-15 0.0000e+00 0.0000e+00
1.4850e-05 1.6305e-14 2.9296e-15 2.0774e-15 0.0000e+00 0.0000e+00
1.6298e-05 1.7653e-14 3.1065e-15 2.2590e-15 0.0000e+00 0.0000e+00
1.7886e-05 1.9072e-14 3.2848e-15 2.4529e-15 0.0000e+00 0.0000e+00
1.9630e-05 2.0556e-14 3.4631e-15 2.6598e-15 0.0000e+00 0.0000e+00
2.1544e-05 2.1904e-14 3.6401e-15 2.8803e-15 0.0000e+00 0.0000e+00
2.3645e-05 2.3003e-14 3.8143e-15 3.1152e-15 0.0000e+00 0.0000e+00
2.5950e-05 2.4074e-14 3.9840e-15 3.3653e-15 0.0000e+00 0.0000e+00
2.8480e-05 2.5090e-14 4.1474e-15 3.6315e-15 0.0000e+00 0.0000e+00
3.1257e-05 2.6327e-14 4.3025e-15 3.9148e-15 0.0000e+00 0.0000e+00
3.4305e-05 2.7435e-14 4.4473e-15 4.2163e-15 0.0000e+00 0.0000e+00
3.7649e-05 2.8799e-14 4.5798e-15 4.5371e-15 0.0000e+00 0.0000e+00
4.1320e-05 2.9938e-14 4.6980e-15 4.8784e-15 0.0000e+00 0.0000e+00
4.5349e-05 3.1186e-14 4.7999e-15 5.2413e-15 0.0000e+00 0.0000e+00
4.9770e-05 3.1993e-14 4.8743e-15 5.6177e-15 0.0000e+00 0.0000e+00
5.4623e-05 3.2563e-14 4.8867e-15 5.9170e-15 0.0000e+00 0.0000e+00
5.9948e-05 3.2734e-14 4.8725e-15 6.2026e-15 0.0000e+00 0.0000e+00
6.5793e-05 3.2633e-14 4.8441e-15 6.5074e-15 0.0000e+00 0.0000e+00
7.2208e-05 3.2112e-14 4.7925e-15 6.7703e-15 0.0000e+00 0.0000e+00
7.9248e-05 3.1416e-14 4.7200e-15 7.1185e-15 0.0000e+00 0.0000e+00
8.6975e-05 3.0511e-14 4.6440e-15 7.4326e-15 0.0000e+00 0.0000e+00
9.5455e-05 2.9452e-14 4.5515e-15 7.8550e-15 0.0000e+00 0.0000e+00
1.0476e-04 2.8329e-14 4.4447e-15 8.2320e-15 0.0000e+00 0.0000e+00
1.1498e-04 2.7086e-14 4.3394e-15 8.6399e-15 0.0000e+00 0.0000e+00
1.2619e-04 2.5835e-14 4.2223e-15 8.9407e-15 0.0000e+00 0.0000e+00
1.3849e-04 2.4559e-14 4.0949e-15 9.2413e-15 0.0000e+00 0.0000e+00
1.5199e-04 2.3279e-14 3.9698e-15 9.3734e-15 0.0000e+00 0.0000e+00
1.6681e-04 2.2010e-14 3.8261e-15 9.4215e-15 0.0000e+00 0.0000e+00
1.8307e-04 2.0765e-14 3.6861e-15 9.3551e-15 0.0000e+00 0.0000e+00
2.0092e-04 1.9552e-14 3.5405e-15 9.1952e-15 0.0000e+00 0.0000e+00
