8.4975e-06 2.8832e-16 7.2111e-16 3.3880e-16 5.6144e-16 1.9532e-15 1.9845e-15 3.3305e-16 2.6984e-16 6.2642e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.3260e-06 2.7500e-16 7.0291e-16 3.5648e-16 6.1238e-16 2.1492e-15 2.1927e-15 3.6802e-16 3.0020e-16 6.9545e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0235e-05 2.6146e-16 6.8080e-16 3.6857e-16 6.5685e-16 2.3610e-15 2.4175e-15 4.0578e-16 3.3316e-16 7.7039e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1233e-05 2.4789e-16 6.5717e-16 3.7412e-16 6.9191e-16 2.5888e-15 2.6603e-15 4.4650e-16 3.6889e-16 8.5160e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2328e-05 2.3456e-16 6.3237e-16 3.7488e-16 7.2574e-16 2.8316e-15 2.9224e-15 4.9036e-16 4.0753e-16 9.3945e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e-05 2.2133e-16 6.0555e-16 3.7167e-16 7.6669e-16 3.0873e-15 3.2055e-15 5.3759e-16 4.4925e-16 1.0343e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4850e-05 2.0845e-16 5.7844e-16 3.6418e-16 8.1272e-16 3.3545e-15 3.5117e-15 5.8842e-16 4.9421e-16 1.1365e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6298e-05 1.9598e-16 5.5081e-16 3.5502e-16 8.7520e-16 3.5805e-15 3.8436e-15 6.4311e-16 5.4257e-16 1.2465e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7886e-05 1.8404e-16 5.2301e-16 3.4327e-16 9.6268e-16 3.7783e-15 4.2044e-15 7.0199e-16 5.9451e-16 1.3647e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9630e-05 1.7251e-16 4.9536e-16 3.3046e-16 1.0923e-15 3.9624e-15 4.5973e-15 7.6545e-16 6.5022e-16 1.4914e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1544e-05 1.6150e-16 4.6811e-16 3.1661e-16 1.2286e-15 4.1874e-15 5.0229e-15 8.3396e-16 7.0991e-16 1.6271e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3645e-05 1.5103e-16 4.4170e-16 3.0214e-16 1.3212e-15 4.4327e-15 5.4743e-15 9.0808e-16 7.7383e-16 1.7722e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5950e-05 1.4108e-16 4.1576e-16 2.8734e-16 1.3761e-15 4.7126e-15 5.8698e-15 9.8838e-16 8.4225e-16 1.9273e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8480e-05 1.3167e-16 3.9071e-16 2.7266e-16 1.3977e-15 5.0711e-15 6.1647e-15 1.0750e-15 9.1555e-16 2.0929e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1257e-05 1.2278e-16 3.6676e-16 2.5787e-16 1.3949e-15 5.5107e-15 6.4845e-15 1.1627e-15 9.9418e-16 2.2699e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4305e-05 1.1439e-16 3.4367e-16 2.4349e-16 1.3775e-15 5.9454e-15 6.7956e-15 1.2267e-15 1.0788e-15 2.4589e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7649e-05 1.0651e-16 3.2163e-16 2.2943e-16 1.3464e-15 6.2858e-15 7.1125e-15 1.2925e-15 1.1704e-15 2.6611e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1320e-05 9.9079e-17 3.0077e-16 2.1580e-16 1.3057e-15 6.5167e-15 7.5152e-15 1.3554e-15 1.2704e-15 2.8778e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5349e-05 9.2128e-17 2.8088e-16 2.0257e-16 1.2600e-15 6.6157e-15 8.0044e-15 1.4180e-15 1.3634e-15 3.1108e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9770e-05 8.5615e-17 2.6207e-16 1.8997e-16 1.2080e-15 6.6272e-15 8.7518e-15 1.4948e-15 1.4342e-15 3.3623e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4623e-05 7.9510e-17 2.4436e-16 1.7792e-16 1.1544e-15 6.5360e-15 9.8904e-15 1.5947e-15 1.5030e-15 3.5933e-15 1.5832e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9948e-05 7.3813e-17 2.2762e-16 1.6644e-16 1.0991e-15 6.3986e-15 1.1278e-14 1.7044e-15 1.5779e-15 3.7925e-15 4.1271e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5793e-05 6.8491e-17 2.1192e-16 1.5554e-16 1.0432e-15 6.2138e-15 1.2218e-14 1.8795e-15 1.6518e-15 3.9739e-15 6.7924e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2208e-05 6.3520e-17 1.9712e-16 1.4521e-16 9.8741e-16 6.0050e-15 1.2705e-14 2.0858e-15 1.7271e-15 4.1738e-15 9.6000e-16 3.0296e-18 0.0000e+00 0.0000e+00 0.0000e+00
7.9248e-05 5.8891e-17 1.8325e-16 1.3546e-16 9.3245e-16 5.7628e-15 1.2923e-14 2.2901e-15 1.8248e-15 4.3755e-15 1.2427e-15 2.6597e-17 0.0000e+00 0.0000e+00 0.0000e+00
8.6975e-05 5.4574e-17 1.7026e-16 1.2626e-16 8.7926e-16 5.5131e-15 1.2867e-14 2.4212e-15 1.9412e-15 4.6246e-15 1.4849e-15 5.8444e-17 0.0000e+00 0.0000e+00 0.0000e+00
9.5455e-05 5.0556e-17 1.5813e-16 1.1759e-16 8.2711e-16 5.2538e-15 1.2687e-14 2.4944e-15 2.1238e-15 4.8601e-15 1.6943e-15 9.3603e-17 0.0000e+00 0.0000e+00 0.0000e+00
1.0476e-04 4.6821e-17 1.4677e-16 1.0945e-16 7.7682e-16 4.9856e-15 1.2386e-14 2.5054e-15 2.4399e-15 5.2269e-15 1.8662e-15 1.3750e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.1498e-04 4.3346e-17 1.3617e-16 1.0181e-16 7.2887e-16 4.7227e-15 1.2022e-14 2.4876e-15 2.8638e-15 5.6392e-15 1.9647e-15 1.8160e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.2619e-04 4.0116e-17 1.2627e-16 9.4650e-17 6.8271e-16 4.4661e-15 1.1573e-14 2.4417e-15 3.1127e-15 6.2391e-15 2.0708e-15 2.2463e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.3849e-04 3.7117e-17 1.1705e-16 8.7946e-17 6.3897e-16 4.2110e-15 1.1102e-14 2.3755e-15 3.2158e-15 6.9188e-15 2.1431e-15 2.7420e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.5199e-04 3.4334e-17 1.0847e-16 8.1675e-17 5.9738e-16 3.9631e-15 1.0591e-14 2.2994e-15 3.2549e-15 7.4314e-15 2.1842e-15 3.2137e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.6681e-04 3.1750e-17 1.0047e-16 7.5817e-17 5.5780e-16 3.7237e-15 1.0079e-14 2.2089e-15 3.2381e-15 7.7428e-15 2.2111e-15 3.6559e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.8307e-04 2.9354e-17 9.3038e-17 7.0348e-17 5.2053e-16 3.4953e-15 9.5631e-15 2.1153e-15 3.1822e-15 7.8607e-15 2.2249e-15 4.1484e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.0092e-04 2.7132e-17 8.6126e-17 6.5247e-17 4.8536e-16 3.2750e-15 9.0492e-15 2.0150e-15 3.0985e-15 7.8402e-15 2.2157e-15 4.6030e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.2051e-04 2.5072e-17 7.9705e-17 6.0493e-17 4.5213e-16 3.0649e-15 8.5433e-15 1.9154e-15 3.0013e-15 7.7207e-15 2.2231e-15 5.0570e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.4201e-04 2.3164e-17 7.3742e-17 5.6065e-17 4.2098e-16 2.8663e-15 8.0497e-15 1.8154e-15 2.8844e-15 7.5305e-15 2.1968e-15 5.4018e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.6561e-04 2.1397e-17 6.8206e-17 5.1943e-17 3.9173e-16 2.6770e-15 7.5712e-15 1.7163e-15 2.7633e-15 7.2907e-15 2.1770e-15 5.7356e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.9151e-04 1.9761e-17 6.3071e-17 4.8110e-17 3.6425e-16 2.4988e-15 7.1138e-15 1.6191e-15 2.6331e-15 7.0292e-15 2.1387e-15 6.0270e-16 0.0000e+00 0.0000e+00 0.0000e+00
3.1993e-04 1.8247e-17 5.8308e-17 4.4545e-17 3.3856e-16 2.3299e-15 6.6711e-15 1.5245e-15 2.5037e-15 6.7311e-15 2.0860e-15 6.2903e-16 0.0000e+00 0.0000e+00 0.0000e+00
3.5112e-04 1.6846e-17 5.3893e-17 4.1231e-17 3.1453e-16 2.1713e-15 6.2482e-15 1.4331e-15 2.3737e-15 6.4289e-15 2.0301e-15 6.5234e-16 0.0000e+00 0.0000e+00 0.0000e+00
3.8535e-04 1.5549e-17 4.9801e-17 3.8155e-17 2.9203e-16 2.0220e-15 5.8456e-15 1.3458e-15 2.2447e-15 6.1178e-15 1.9905e-15 6.6912e-16 0.0000e+00 0.0000e+00 0.0000e+00
4.2292e-04 1.4350e-17 4.6010e-17 3.5300e-17 2.7106e-16 1.8815e-15 5.4654e-15 1.2614e-15 2.1180e-15 5.8039e-15 1.9292e-15 6.9036e-16 0.0000e+00 0.0000e+00 0.0000e+00
4.6416e-04 1.3242e-17 4.2500e-17 3.2650e-17 2.5148e-16 1.7500e-15 5.1034e-15 1.1810e-15 1.9948e-15 5.4916e-15 1.8739e-15 7.0500e-16 0.0000e+00 0.0000e+00 0.0000e+00
5.0941e-04 1.2217e-17 3.9249e-17 3.0192e-17 2.3322e-16 1.6266e-15 4.7627e-15 1.1049e-15 1.8755e-15 5.1843e-15 1.7934e-15 7.1600e-16 0.0000e+00 0.0000e+00 0.0000e+00
5.5908e-04 1.1270e-17 3.6241e-17 2.7912e-17 2.1622e-16 1.5114e-15 4.4401e-15 1.0323e-15 1.7617e-15 4.8846e-15 1.7355e-15 7.2312e-16 0.0000e+00 0.0000e+00 0.0000e+00
6.1359e-04 1.0395e-17 3.3458e-17 2.5800e-17 2.0039e-16 1.4034e-15 4.1375e-15 9.6361e-16 1.6516e-15 4.5943e-15 1.6565e-15 7.2625e-16 0.0000e+00 0.0000e+00 0.0000e+00
6.7342e-04 9.5863e-18 3.0884e-17 2.3842e-17 1.8565e-16 1.3028e-15 3.8521e-15 8.9904e-16 1.5466e-15 4.3146e-15 1.5977e-15 7.2935e-16 0.0000e+00 0.0000e+00 0.0000e+00
7.3907e-04 8.8396e-18 2.8503e-17 2.2029e-17 1.7195e-16 1.2089e-15 3.5849e-15 8.3794e-16 1.4467e-15 4.0465e-15 1.5255e-15 7.2805e-16 0.0000e+00 0.0000e+00 0.0000e+00
8.1113e-04 8.1501e-18 2.6302e-17 2.0350e-17 1.5922e-16 1.1212e-15 3.3338e-15 7.8065e-16 1.3525e-15 3.7904e-15 1.4547e-15 7.2022e-16 0.0000e+00 0.0000e+00 0.0000e+00
8.9022e-04 7.5135e-18 2.4267e-17 1.8796e-17 1.4739e-16 1.0396e-15 3.0993e-15 7.2665e-16 1.2628e-15 3.5481e-15 1.3854e-15 7.0860e-16 0.0000e+00 0.0000e+00 0.0000e+00
9.7701e-04 6.9259e-18 2.2387e-17 1.7358e-17 1.3641e-16 9.6360e-16 2.8794e-15 6.7602e-16 1.1781e-15 3.3165e-15 1.3178e-15 6.9562e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.0723e-03 6.3836e-18 2.0650e-17 1.6027e-17 1.2621e-16 8.9291e-16 2.6743e-15 6.2868e-16 1.0986e-15 3.0973e-15 1.2521e-15 6.7749e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.1768e-03 5.8832e-18 1.9046e-17 1.4796e-17 1.1675e-16 8.2711e-16 2.4825e-15 5.8428e-16 1.0235e-15 2.8911e-15 1.1790e-15 6.5895e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.2915e-03 5.4215e-18 1.7564e-17 1.3658e-17 1.0798e-16 7.6600e-16 2.3036e-15 5.4285e-16 9.5300e-16 2.6958e-15 1.1181e-15 6.3603e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.4175e-03 4.9956e-18 1.6196e-17 1.2606e-17 9.9846e-17 7.0922e-16 2.1371e-15 5.0408e-16 8.8700e-16 2.5120e-15 1.0509e-15 6.1154e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.5557e-03 4.6029e-18 1.4933e-17 1.1633e-17 9.2310e-17 6.5646e-16 1.9817e-15 4.6794e-16 8.2499e-16 2.3398e-15 9.9485e-16 5.8596e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.7074e-03 4.2406e-18 1.3767e-17 1.0735e-17 8.5326e-17 6.0752e-16 1.8373e-15 4.3420e-16 7.6706e-16 2.1777e-15 9.3363e-16 5.6092e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.8738e-03 3.9067e-18 1.2691e-17 9.9042e-18 7.8859e-17 5.6209e-16 1.7027e-15 4.0279e-16 7.1279e-16 2.0258e-15 8.7671e-16 5.3389e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.0565e-03 3.5988e-18 1.1699e-17 9.1372e-18 7.2871e-17 5.1997e-16 1.5777e-15 3.7350e-16 6.6208e-16 1.8839e-15 8.2809e-16 5.0811e-16 1.2580e-20 0.0000e+00 0.0000e+00
2.2570e-03 3.3150e-18 1.0783e-17 8.4289e-18 6.7329e-17 4.8091e-16 1.4614e-15 3.4628e-16 6.1483e-16 1.7509e-15 7.7558e-16 4.8117e-16 1.1930e-19 0.0000e+00 0.0000e+00
2.4771e-03 3.0534e-18 9.9381e-18 7.7748e-18 6.2200e-17 4.4473e-16 1.3535e-15 3.2093e-16 5.7069e-16 1.6268e-15 7.2672e-16 4.5471e-16 2.8555e-19 0.0000e+00 0.0000e+00
2.7186e-03 2.8124e-18 9.1592e-18 7.1710e-18 5.7456e-17 4.1119e-16 1.2532e-15 2.9736e-16 5.2960e-16 1.5108e-15 6.7992e-16 4.2892e-16 5.3616e-19 0.0000e+00 0.0000e+00
2.9836e-03 2.5903e-18 8.4409e-18 6.6137e-18 5.3067e-17 3.8015e-16 1.1602e-15 2.7548e-16 4.9128e-16 1.4026e-15 6.3589e-16 4.0498e-16 7.2713e-19 0.0000e+00 0.0000e+00
3.2745e-03 2.3857e-18 7.7787e-18 6.0994e-18 4.9010e-17 3.5139e-16 1.0739e-15 2.5515e-16 4.5565e-16 1.3018e-15 5.8980e-16 3.8086e-16 1.0604e-18 0.0000e+00 0.0000e+00
3.5938e-03 2.1972e-18 7.1683e-18 5.6248e-18 4.5259e-17 3.2478e-16 9.9383e-16 2.3628e-16 4.2247e-16 1.2079e-15 5.5163e-16 3.5774e-16 1.3544e-18 0.0000e+00 0.0000e+00
3.9442e-03 2.0237e-18 6.6057e-18 5.1871e-18 4.1793e-17 3.0016e-16 9.1960e-16 2.1876e-16 3.9162e-16 1.1205e-15 5.1545e-16 3.3479e-16 1.6744e-18 0.0000e+00 0.0000e+00
4.3288e-03 1.8638e-18 6.0872e-18 4.7833e-18 3.8590e-17 2.7738e-16 8.5084e-16 2.0252e-16 3.6298e-16 1.0392e-15 4.7772e-16 3.1383e-16 2.1672e-18 0.0000e+00 0.0000e+00
4.7508e-03 1.7166e-18 5.6095e-18 4.4109e-18 3.5632e-17 2.5631e-16 7.8712e-16 1.8746e-16 3.3635e-16 9.6351e-16 4.4649e-16 2.9393e-16 2.4461e-18 0.0000e+00 0.0000e+00
5.2140e-03 1.5811e-18 5.1693e-18 4.0675e-18 3.2899e-17 2.3684e-16 7.2811e-16 1.7350e-16 3.1165e-16 8.9326e-16 4.1369e-16 2.7510e-16 2.8978e-18 0.0000e+00 0.0000e+00
5.7224e-03 1.4564e-18 4.7639e-18 3.7510e-18 3.0375e-17 2.1883e-16 6.7349e-16 1.6057e-16 2.8871e-16 8.2797e-16 3.8644e-16 2.5676e-16 3.3694e-18 0.0000e+00 0.0000e+00
6.2803e-03 1.3415e-18 4.3904e-18 3.4592e-18 2.8046e-17 2.0219e-16 6.2293e-16 1.4859e-16 2.6743e-16 7.6735e-16 3.5817e-16 2.4002e-16 3.8551e-18 0.0000e+00 0.0000e+00
6.8926e-03 1.2358e-18 4.0466e-18 3.1902e-18 2.5895e-17 1.8682e-16 5.7616e-16 1.3750e-16 2.4771e-16 7.1113e-16 3.3462e-16 2.2427e-16 4.2392e-18 0.0000e+00 0.0000e+00
7.5646e-03 1.1386e-18 3.7299e-18 2.9424e-18 2.3911e-17 1.7262e-16 5.3289e-16 1.2723e-16 2.2943e-16 6.5895e-16 3.1007e-16 2.0891e-16 4.7233e-18 0.0000e+00 0.0000e+00
8.3022e-03 1.0491e-18 3.4384e-18 2.7141e-18 2.2079e-17 1.5951e-16 4.9288e-16 1.1773e-16 2.1249e-16 6.1059e-16 2.8743e-16 1.9512e-16 5.0776e-18 0.0000e+00 0.0000e+00
9.1116e-03 9.6672e-19 3.1700e-18 2.5037e-18 2.0390e-17 1.4740e-16 4.5590e-16 1.0895e-16 1.9680e-16 5.6575e-16 2.6641e-16 1.8165e-16 5.3942e-18 0.0000e+00 0.0000e+00
1.0000e-02 8.9098e-19 2.9230e-18 2.3100e-18 1.8832e-17 1.3622e-16 4.2171e-16 1.0082e-16 1.8227e-16 5.2420e-16 2.4909e-16 1.6907e-16 5.8268e-18 0.0000e+00 0.0000e+00
