1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0975e-06 6.6475e-17 1.1723e-17 2.1943e-17 4.4546e-18 0.0000e+00
1.2045e-06 1.8259e-16 3.2892e-17 6.1558e-17 1.2454e-17 0.0000e+00
1.3219e-06 3.2572e-16 6.0063e-17 1.1240e-16 2.2661e-17 0.0000e+00
1.4508e-06 4.8677e-16 9.2108e-17 1.7236e-16 3.4625e-17 0.0000e+00
1.5923e-06 6.5978e-16 1.2849e-16 2.4043e-16 4.8121e-17 0.0000e+00
1.7475e-06 8.4002e-16 1.6894e-16 3.1613e-16 6.3033e-17 0.0000e+00
1.9179e-06 1.0230e-15 2.1340e-16 3.9930e-16 7.9308e-17 0.0000e+00
2.1049e-06 1.2040e-15 2.6188e-16 4.9001e-16 9.6940e-17 0.0000e+00
2.3101e-06 1.3794e-15 3.1449e-16 5.8846e-16 1.1595e-16 0.0000e+00
2.5354e-06 1.5464e-15 3.7138e-16 6.9503e-16 1.3639e-16 0.0000e+00
2.7826e-06 1.7024e-15 4.3266e-16 8.1016e-16 1.5833e-16 0.0000e+00
3.0539e-06 1.8433e-15 4.9837e-16 9.3440e-16 1.8186e-16 0.0000e+00
3.3516e-06 1.9390e-15 5.6834e-16 1.0684e-15 2.0706e-16 0.0000e+00
3.6784e-06 2.0094e-15 6.4209e-16 1.2128e-15 2.3407e-16 0.0000e+00
4.0370e-06 2.0638e-15 7.1897e-16 1.3684e-15 2.6300e-16 0.0000e+00
4.4306e-06 2.1039e-15 7.9877e-16 1.5360e-15 2.9398e-16 0.0000e+00
4.8626e-06 2.1325e-15 8.8159e-16 1.7165e-15 3.2716e-16 0.0000e+00
5.3367e-06 2.1514e-15 9.6785e-16 1.9108e-15 3.6267e-16 0.0000e+00
5.8570e-06 2.1581e-15 1.0484e-15 2.1199e-15 4.0069e-16 0.0000e+00
6.4281e-06 2.1495e-15 1.1146e-15 2.3447e-15 4.4137e-16 0.0000e+00
7.0548e-06 2.1344e-15 1.1854e-15 2.5863e-15 4.8487e-16 0.0000e+00
7.7426e-06 2.1061e-15 1.2575e-15 2.8459e-15 5.3136e-16 0.0000e+00
8.4975e-06 2.0695e-15 1.3431e-15 3.1246e-15 5.8101e-16 0.0000e+00
9.3260e-06 2.0255e-15 1.4405e-15 3.4236e-15 6.3399e-16 0.0000e+00
1.0235e-05 1.9722e-15 1.5466e-15 3.7443e-15 6.9049e-16 0.0000e+00
1.1233e-05 1.9113e-15 1.6505e-15 4.0880e-15 7.5068e-16 0.0000e+00
1.2328e-05 1.8466e-15 1.7323e-15 4.4561e-15 8.1474e-16 0.0000e+00
1.3530e-05 1.7769e-15 1.7894e-15 4.8504e-15 8.8286e-16 0.0000e+00
1.4850e-05 1.7036e-15 1.8206e-15 5.2726e-15 9.5521e-16 0.0000e+00
1.6298e-05 1.6294e-15 1.8240e-15 5.7244e-15 1.0320e-15 0.0000e+00
1.7886e-05 1.5522e-15 1.8051e-15 6.2078e-15 1.1134e-15 0.0000e+00
1.9630e-05 1.4758e-15 1.7719e-15 6.7247e-15 1.1995e-15 0.0000e+00
2.1544e-05 1.3995e-15 1.7251e-15 7.2765e-15 1.2907e-15 0.0000e+00
2.3645e-05 1.3240e-15 1.6683e-15 7.8640e-15 1.3869e-15 0.0000e+00
2.5950e-05 1.2499e-15 1.6063e-15 8.4865e-15 1.4884e-15 0.0000e+00
2.8480e-05 1.1777e-15 1.5392e-15 9.1135e-15 1.5953e-15 0.0000e+00
3.1257e-05 1.1078e-15 1.4690e-15 9.6336e-15 1.7076e-15 0.0000e+00
3.4305e-05 1.0403e-15 1.3972e-15 1.0099e-14 1.8251e-15 0.0000e+00
3.7649e-05 9.7600e-16 1.3249e-15 1.0584e-14 1.9474e-15 0.0000e+00
4.1320e-05 9.1404e-16 1.2532e-15 1.1064e-14 2.0679e-15 0.0000e+00
4.5349e-05 8.5500e-16 1.1834e-15 1.1614e-14 2.1694e-15 0.0000e+00
4.9770e-05 7.9893e-16 1.1146e-15 1.2182e-14 2.2510e-15 0.0000e+00
5.4623e-05 7.4601e-16 1.0485e-15 1.2832e-14 2.3416e-15 0.0000e+00
5.9948e-05 6.9576e-16 9.8469e-16 1.3462e-14 2.4146e-15 0.0000e+00
6.5793e-05 6.4836e-16 9.2308e-16 1.4083e-14 2.4921e-15 0.0000e+00
7.2208e-05 6.0373e-16 8.6457e-16 1.4488e-14 2.5755e-15 0.0000e+00
7.9248e-05 5.6190e-16 8.0882e-16 1.4771e-14 2.6500e-15 0.0000e+00
8.6975e-05 5.2252e-16 7.5587e-16 1.4908e-14 2.7119e-15 0.0000e+00
9.5455e-05 4.8561e-16 7.0571e-16 1.4807e-14 2.7704e-15 0.0000e+00
1.0476e-04 4.5106e-16 6.5831e-16 1.4601e-14 2.8077e-15 0.0000e+00
1.1498e-04 4.1876e-16 6.1360e-16 1.4269e-14 2.8210e-15 0.0000e+00
1.2619e-04 3.8859e-16 5.7139e-16 1.3843e-14 2.8099e-15 0.0000e+00
1.3849e-04 3.6047e-16 5.3184e-16 1.3374e-14 2.7850e-15 0.0000e+00
1.5199e-04 3.3420e-16 4.9473e-16 1.2830e-14 2.7376e-15 0.0000e+00
1.6681e-04 3.0973e-16 4.5993e-16 1.2274e-14 2.6715e-15 0.0000e+00
1.8307e-04 2.8695e-16 4.2736e-16 1.1697e-14 2.5905e-15 0.0000e+00
2.0092e-04 2.6575e-16 3.9689e-16 1.1098e-14 2.4983e-15 0.0000e+00
