707.8   3125.3   280
280
   707.8       0.0416
   708.0       1.2751
   708.1       1.7801
   708.3       2.1596
   708.4       2.4743
   708.6       2.7478
   708.8       2.9922
   708.9       3.2145
   709.1       3.4195
   709.2       3.6103
   709.4       3.7893
   711.0       5.1856
   712.6       6.2037
   714.2       7.0295
   715.7       7.7335
   717.3       8.3519
   718.9       8.9052
   720.5       9.4067
   722.1       9.8657
   723.7      10.2889
   725.3      10.6809
   726.9      11.0457
   728.5      11.3862
   730.1      11.7046
   731.7      12.0031
   733.3      12.2831
   734.9      12.5460
   736.5      12.7929
   738.1      13.0248
   739.7      13.2426
   741.3      13.4471
   742.9      13.6388
   744.5      13.8184
   746.1      13.9864
   747.7      14.1434
   749.3      14.2896
   751.0      14.4257
   752.6      14.5519
   754.2      14.6685
   755.8      14.7761
   757.4      14.8747
   759.0      14.9649
   760.7      15.0467
   762.3      15.1207
   763.9      15.1869
   765.5      15.2456
   767.1      15.2971
   768.8      15.3417
   770.4      15.3796
   772.0      15.4109
   773.6      15.4360
   775.3      15.4550
   776.9      15.4682
   778.5      15.4757
   780.2      15.4777
   781.8      15.4745
   783.4      15.4663
   785.1      15.4532
   786.7      15.4354
   788.3      15.4131
   790.0      15.3865
   791.6      15.3557
   793.3      15.3209
   794.9      15.2822
   796.5      15.2399
   798.2      15.1941
   799.8      15.1449
   801.5      15.0925
   803.1      15.0369
   804.8      14.9785
   806.4      14.9172
   808.1      14.8531
   809.7      14.7865
   811.4      14.7175
   813.0      14.6460
   814.7      14.5724
   816.3      14.4966
   818.0      14.4187
   819.6      14.3389
   821.3      14.2572
   822.9      14.1738
   824.6      14.0886
   826.3      14.0018
   827.9      13.9135
   829.6      13.8237
   831.3      13.7325
   832.9      13.6399
   834.6      13.5460
   836.3      13.4509
   837.9      13.3545
   839.6      13.2571
   841.3      13.1584
   842.9      13.0588
   844.6      12.9580
   846.3      12.8563
   848.0      12.7536
   849.6      12.6499
   851.3      12.5453
   853.0      12.4398
   854.7      12.3334
   856.4      12.2262
   861.4      11.8992
   866.5      11.5649
   871.5      11.2233
   876.6      10.8747
   881.7      10.5192
   886.8      10.1571
   891.9       9.7888
   897.0       9.4150
   902.1       9.0364
   907.3       8.6543
   912.4       8.2548
   917.6       7.8563
   922.7       7.4696
   927.9       7.0918
   933.1       6.7240
   938.3       6.3682
   943.5       6.0264
   948.7       5.7008
   953.9       5.3930
   959.1       5.1046
   964.4       4.8366
   969.6       4.5896
   974.9       4.3637
   980.1       4.1587
   985.4       3.9739
   990.7       3.8084
   996.0       3.6610
  1001.3       3.5304
  1006.6       3.4151
  1012.0       3.3134
  1017.3       3.2240
  1022.6       3.1451
  1028.0       3.0755
  1033.3       3.0137
  1038.7       2.9586
  1044.1       2.9092
  1049.5       3.2508
  1054.9       3.3852
  1060.3       3.4396
  1065.7       3.4611
  1071.2       3.4648
  1076.6       3.4575
  1082.1       3.4431
  1087.5       3.4240
  1093.0       3.4019
  1098.5       3.3778
  1104.0       3.3527
  1109.5       3.3269
  1115.0       3.3004
  1120.5       3.2737
  1126.0       3.2473
  1131.5       3.2216
  1137.1       3.1965
  1142.6       3.1723
  1148.2       3.1490
  1153.8       3.1266
  1159.4       3.1052
  1165.0       3.0846
  1170.6       3.0650
  1176.2       3.0462
  1181.8       3.0281
  1187.4       3.0108
  1193.1       2.9942
  1198.7       2.9781
  1204.4       2.9626
  1210.1       2.9475
  1215.7       2.9327
  1221.4       2.9182
  1227.1       2.9039
  1232.8       2.8897
  1238.6       2.8755
  1244.3       2.8612
  1250.0       2.8467
  1255.8       2.8318
  1261.5       2.8166
  1267.3       2.8009
  1273.1       2.7846
  1278.9       2.7676
  1284.7       2.7498
  1290.5       2.7312
  1296.3       2.7116
  1302.1       2.6909
  1307.9       2.6691
  1313.8       2.6461
  1319.6       2.6219
